,xbox,ybox,width,high,onpix,xbar,ybar,x2bar,y2bar,xybar,x2ybar,xy2bar,xege,xegvy,yege,yegvx,lettr,prediction
19261,2.0,4.0,3.0,2.0,2.0,7.0,7.0,7.0,4.0,9.0,6.0,8.0,2.0,8.0,3.0,8.0,O,O
19262,5.0,9.0,6.0,6.0,5.0,5.0,8.0,9.0,7.0,7.0,7.0,6.0,2.0,8.0,3.0,8.0,D,D
19263,4.0,6.0,5.0,4.0,4.0,7.0,5.0,11.0,0.0,7.0,9.0,8.0,8.0,6.0,1.0,8.0,M,M
19264,4.0,5.0,6.0,7.0,4.0,11.0,4.0,4.0,4.0,10.0,3.0,9.0,2.0,7.0,5.0,10.0,Z,Z
19265,5.0,7.0,7.0,5.0,4.0,6.0,8.0,2.0,9.0,11.0,6.0,9.0,2.0,8.0,4.0,8.0,E,E
19266,4.0,5.0,5.0,6.0,4.0,8.0,8.0,5.0,2.0,8.0,8.0,10.0,3.0,9.0,5.0,7.0,Q,Q
19267,5.0,8.0,7.0,6.0,5.0,8.0,8.0,6.0,6.0,6.0,5.0,3.0,8.0,10.0,5.0,8.0,N,N
19268,5.0,10.0,7.0,7.0,8.0,6.0,7.0,3.0,6.0,7.0,7.0,10.0,5.0,8.0,5.0,6.0,T,T
19269,2.0,3.0,3.0,2.0,2.0,8.0,8.0,3.0,5.0,9.0,4.0,7.0,2.0,7.0,3.0,10.0,R,R
19270,6.0,10.0,8.0,8.0,6.0,7.0,9.0,5.0,7.0,5.0,4.0,9.0,4.0,4.0,7.0,8.0,R,E
19271,7.0,9.0,8.0,8.0,8.0,5.0,7.0,4.0,5.0,7.0,6.0,11.0,5.0,9.0,8.0,9.0,C,C
19272,5.0,11.0,6.0,9.0,5.0,4.0,3.0,8.0,7.0,1.0,2.0,4.0,1.0,6.0,1.0,6.0,L,L
19273,4.0,7.0,6.0,5.0,3.0,7.0,6.0,7.0,8.0,8.0,5.0,12.0,2.0,10.0,4.0,8.0,G,G
19274,4.0,8.0,6.0,7.0,6.0,6.0,8.0,5.0,3.0,6.0,5.0,9.0,8.0,7.0,5.0,9.0,N,G
19275,4.0,8.0,5.0,6.0,4.0,7.0,7.0,13.0,1.0,6.0,6.0,8.0,5.0,8.0,0.0,8.0,N,N
19276,4.0,8.0,4.0,6.0,3.0,6.0,7.0,6.0,5.0,9.0,8.0,10.0,2.0,7.0,4.0,9.0,G,G
19277,6.0,10.0,8.0,8.0,5.0,8.0,7.0,8.0,7.0,7.0,6.0,9.0,4.0,8.0,4.0,9.0,C,C
19278,5.0,8.0,6.0,6.0,6.0,10.0,6.0,5.0,6.0,9.0,3.0,6.0,3.0,8.0,3.0,8.0,D,D
19279,9.0,15.0,9.0,8.0,7.0,9.0,7.0,4.0,6.0,9.0,2.0,7.0,6.0,5.0,7.0,7.0,R,B
19280,4.0,10.0,4.0,8.0,6.0,7.0,6.0,9.0,6.0,6.0,7.0,7.0,2.0,9.0,8.0,10.0,B,B
19281,7.0,9.0,9.0,7.0,6.0,7.0,8.0,4.0,1.0,7.0,9.0,8.0,8.0,10.0,0.0,8.0,W,W
19282,3.0,2.0,4.0,3.0,2.0,6.0,10.0,4.0,6.0,10.0,8.0,5.0,4.0,9.0,3.0,7.0,F,F
19283,2.0,4.0,3.0,3.0,2.0,8.0,7.0,5.0,6.0,9.0,5.0,5.0,2.0,8.0,3.0,7.0,D,D
19284,4.0,11.0,6.0,8.0,3.0,4.0,4.0,4.0,9.0,2.0,0.0,6.0,0.0,7.0,1.0,5.0,L,L
19285,2.0,0.0,2.0,1.0,1.0,6.0,10.0,7.0,2.0,7.0,5.0,8.0,2.0,7.0,4.0,10.0,R,R
19286,5.0,11.0,7.0,8.0,4.0,5.0,8.0,5.0,2.0,7.0,8.0,8.0,8.0,10.0,0.0,8.0,W,W
19287,4.0,9.0,4.0,7.0,4.0,7.0,7.0,10.0,7.0,7.0,6.0,7.0,2.0,8.0,9.0,9.0,B,B
19288,4.0,7.0,6.0,5.0,6.0,8.0,5.0,7.0,4.0,8.0,6.0,8.0,5.0,9.0,7.0,4.0,A,A
19289,4.0,9.0,7.0,6.0,5.0,7.0,8.0,4.0,1.0,7.0,9.0,8.0,7.0,11.0,0.0,8.0,W,W
19290,5.0,10.0,6.0,8.0,4.0,5.0,8.0,9.0,9.0,9.0,9.0,12.0,2.0,10.0,4.0,9.0,C,C
19291,3.0,6.0,4.0,4.0,2.0,3.0,11.0,2.0,7.0,11.0,10.0,6.0,1.0,11.0,2.0,5.0,Y,Y
19292,4.0,10.0,7.0,8.0,5.0,12.0,3.0,2.0,2.0,9.0,2.0,8.0,2.0,6.0,2.0,8.0,A,A
19293,6.0,11.0,10.0,8.0,14.0,8.0,7.0,3.0,3.0,8.0,4.0,7.0,12.0,4.0,4.0,6.0,M,M
19294,4.0,8.0,5.0,6.0,4.0,7.0,8.0,2.0,9.0,11.0,7.0,8.0,1.0,9.0,6.0,7.0,Z,Z
19295,5.0,7.0,5.0,5.0,3.0,3.0,10.0,2.0,7.0,11.0,11.0,7.0,1.0,11.0,2.0,5.0,Y,Y
19296,4.0,2.0,5.0,4.0,4.0,9.0,7.0,6.0,6.0,7.0,6.0,6.0,3.0,8.0,3.0,7.0,H,D
19297,4.0,9.0,6.0,7.0,6.0,6.0,7.0,3.0,4.0,7.0,6.0,8.0,6.0,10.0,7.0,5.0,R,R
19298,3.0,9.0,4.0,7.0,2.0,7.0,6.0,6.0,9.0,4.0,6.0,9.0,0.0,9.0,9.0,8.0,S,S
19299,2.0,0.0,2.0,1.0,1.0,7.0,7.0,7.0,5.0,7.0,6.0,7.0,1.0,8.0,7.0,8.0,B,B
19300,5.0,5.0,5.0,8.0,2.0,1.0,14.0,5.0,3.0,12.0,10.0,5.0,0.0,8.0,2.0,5.0,F,F
19301,8.0,11.0,8.0,8.0,7.0,6.0,11.0,3.0,7.0,11.0,9.0,5.0,5.0,11.0,4.0,3.0,T,T
19302,5.0,9.0,8.0,7.0,8.0,8.0,7.0,5.0,7.0,7.0,6.0,9.0,6.0,8.0,4.0,8.0,H,H
19303,2.0,3.0,3.0,2.0,1.0,5.0,9.0,5.0,7.0,12.0,9.0,10.0,1.0,10.0,2.0,7.0,C,C
19304,5.0,11.0,5.0,8.0,3.0,5.0,8.0,11.0,9.0,7.0,7.0,5.0,3.0,8.0,4.0,8.0,D,D
19305,3.0,5.0,4.0,4.0,2.0,7.0,12.0,2.0,8.0,7.0,11.0,8.0,1.0,11.0,1.0,7.0,T,T
19306,1.0,0.0,2.0,0.0,0.0,8.0,3.0,2.0,0.0,7.0,2.0,8.0,2.0,6.0,1.0,8.0,A,A
19307,1.0,1.0,1.0,3.0,1.0,7.0,7.0,1.0,7.0,7.0,6.0,8.0,0.0,8.0,2.0,8.0,I,I
19308,4.0,9.0,6.0,7.0,4.0,13.0,2.0,4.0,2.0,11.0,1.0,8.0,3.0,7.0,3.0,9.0,A,A
19309,7.0,9.0,7.0,4.0,4.0,7.0,8.0,3.0,5.0,11.0,7.0,8.0,6.0,9.0,4.0,8.0,H,N
19310,6.0,8.0,7.0,6.0,8.0,6.0,8.0,4.0,6.0,8.0,6.0,9.0,5.0,8.0,5.0,7.0,T,T
19311,5.0,10.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,6.0,8.0,9.0,4.0,10.0,7.0,6.0,T,Q
19312,4.0,10.0,4.0,7.0,2.0,1.0,11.0,5.0,6.0,11.0,11.0,9.0,0.0,8.0,2.0,6.0,F,F
19313,2.0,5.0,3.0,6.0,3.0,8.0,8.0,7.0,2.0,4.0,6.0,10.0,3.0,9.0,5.0,9.0,Q,Q
19314,5.0,9.0,5.0,5.0,3.0,8.0,6.0,4.0,5.0,6.0,7.0,8.0,4.0,8.0,3.0,7.0,U,Q
19315,6.0,5.0,7.0,8.0,3.0,7.0,6.0,8.0,9.0,6.0,5.0,7.0,3.0,8.0,4.0,8.0,O,O
19316,3.0,4.0,5.0,3.0,3.0,8.0,6.0,2.0,4.0,8.0,5.0,7.0,8.0,7.0,2.0,8.0,M,M
19317,4.0,10.0,6.0,8.0,4.0,7.0,11.0,1.0,3.0,6.0,10.0,9.0,3.0,11.0,1.0,8.0,V,V
19318,3.0,4.0,4.0,6.0,3.0,5.0,11.0,8.0,4.0,7.0,2.0,9.0,3.0,7.0,6.0,11.0,R,R
19319,2.0,1.0,2.0,2.0,1.0,8.0,7.0,6.0,5.0,7.0,7.0,8.0,2.0,9.0,8.0,8.0,S,S
19320,7.0,11.0,9.0,8.0,7.0,9.0,8.0,6.0,6.0,8.0,5.0,7.0,4.0,8.0,6.0,12.0,R,R
19321,8.0,10.0,8.0,5.0,3.0,10.0,7.0,4.0,7.0,8.0,1.0,5.0,5.0,7.0,4.0,9.0,K,K
19322,5.0,9.0,8.0,6.0,8.0,6.0,6.0,3.0,4.0,7.0,5.0,8.0,7.0,10.0,7.0,6.0,R,R
19323,6.0,8.0,6.0,6.0,5.0,4.0,10.0,2.0,3.0,9.0,9.0,8.0,7.0,11.0,2.0,6.0,W,W
19324,7.0,10.0,9.0,8.0,8.0,7.0,6.0,3.0,5.0,6.0,6.0,10.0,5.0,5.0,12.0,10.0,X,E
19325,3.0,10.0,5.0,7.0,4.0,11.0,3.0,2.0,2.0,9.0,2.0,10.0,3.0,7.0,3.0,8.0,A,A
19326,3.0,7.0,4.0,5.0,2.0,7.0,10.0,1.0,7.0,6.0,12.0,8.0,1.0,11.0,2.0,8.0,Y,Y
19327,5.0,7.0,6.0,9.0,8.0,7.0,8.0,4.0,3.0,7.0,7.0,7.0,7.0,12.0,6.0,7.0,P,B
19328,4.0,6.0,5.0,4.0,4.0,7.0,7.0,8.0,6.0,7.0,6.0,10.0,3.0,9.0,5.0,5.0,U,K
19329,3.0,4.0,4.0,7.0,2.0,9.0,8.0,6.0,9.0,4.0,6.0,7.0,0.0,7.0,9.0,8.0,S,S
19330,1.0,0.0,1.0,0.0,0.0,5.0,11.0,6.0,1.0,9.0,6.0,5.0,0.0,9.0,2.0,8.0,P,P
19331,3.0,2.0,4.0,4.0,2.0,5.0,8.0,6.0,6.0,8.0,10.0,10.0,3.0,9.0,0.0,8.0,U,U
19332,7.0,11.0,7.0,6.0,4.0,10.0,4.0,6.0,6.0,13.0,4.0,10.0,5.0,7.0,5.0,9.0,D,D
19333,7.0,7.0,9.0,10.0,9.0,10.0,12.0,6.0,4.0,6.0,7.0,6.0,5.0,10.0,8.0,5.0,Y,A
19334,3.0,4.0,5.0,3.0,3.0,8.0,7.0,3.0,6.0,10.0,4.0,8.0,3.0,7.0,3.0,8.0,H,H
19335,3.0,4.0,4.0,7.0,2.0,6.0,5.0,8.0,8.0,6.0,5.0,10.0,1.0,8.0,6.0,11.0,G,G
19336,5.0,7.0,7.0,6.0,7.0,6.0,9.0,6.0,6.0,8.0,7.0,8.0,5.0,9.0,6.0,11.0,V,T
19337,2.0,0.0,2.0,1.0,1.0,8.0,6.0,6.0,5.0,6.0,5.0,9.0,1.0,8.0,5.0,10.0,G,G
19338,9.0,12.0,8.0,6.0,4.0,7.0,7.0,2.0,9.0,9.0,5.0,8.0,4.0,5.0,4.0,8.0,X,X
19339,7.0,10.0,9.0,8.0,7.0,8.0,8.0,5.0,6.0,9.0,5.0,7.0,4.0,7.0,6.0,12.0,R,R
19340,4.0,10.0,5.0,8.0,2.0,7.0,5.0,14.0,5.0,7.0,15.0,8.0,3.0,9.0,0.0,8.0,U,U
19341,5.0,10.0,7.0,8.0,8.0,7.0,5.0,4.0,4.0,8.0,6.0,11.0,7.0,9.0,4.0,8.0,C,O
19342,5.0,9.0,6.0,7.0,3.0,7.0,7.0,9.0,8.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0,O,O
19343,9.0,12.0,8.0,7.0,4.0,5.0,10.0,4.0,4.0,10.0,8.0,5.0,4.0,11.0,2.0,8.0,V,V
19344,3.0,7.0,4.0,5.0,3.0,7.0,7.0,11.0,1.0,7.0,9.0,8.0,8.0,5.0,0.0,8.0,M,M
19345,6.0,5.0,7.0,4.0,4.0,5.0,11.0,4.0,2.0,9.0,8.0,7.0,7.0,11.0,2.0,6.0,W,W
19346,5.0,11.0,6.0,8.0,4.0,6.0,9.0,10.0,6.0,6.0,5.0,8.0,3.0,8.0,6.0,10.0,R,R
19347,4.0,9.0,6.0,7.0,2.0,7.0,8.0,4.0,3.0,7.0,14.0,8.0,3.0,9.0,0.0,8.0,V,V
19348,4.0,4.0,5.0,6.0,3.0,7.0,7.0,12.0,1.0,7.0,9.0,8.0,8.0,6.0,0.0,8.0,M,M
19349,2.0,1.0,4.0,2.0,1.0,7.0,11.0,1.0,7.0,7.0,11.0,8.0,1.0,11.0,2.0,8.0,Y,Y
19350,5.0,7.0,5.0,5.0,3.0,3.0,11.0,2.0,3.0,10.0,11.0,8.0,2.0,11.0,1.0,8.0,V,V
19351,6.0,9.0,7.0,7.0,3.0,3.0,9.0,5.0,8.0,10.0,10.0,12.0,1.0,8.0,3.0,7.0,C,C
19352,0.0,0.0,1.0,0.0,0.0,3.0,12.0,4.0,2.0,11.0,9.0,6.0,0.0,8.0,2.0,8.0,F,F
19353,4.0,5.0,5.0,4.0,3.0,6.0,11.0,2.0,8.0,11.0,9.0,5.0,3.0,10.0,4.0,4.0,T,T
19354,3.0,7.0,4.0,5.0,4.0,6.0,6.0,3.0,7.0,7.0,6.0,10.0,1.0,7.0,10.0,7.0,Z,Z
19355,3.0,7.0,5.0,5.0,5.0,7.0,11.0,2.0,2.0,6.0,8.0,8.0,6.0,11.0,1.0,8.0,W,W
19356,4.0,9.0,6.0,6.0,5.0,8.0,7.0,1.0,7.0,11.0,5.0,9.0,3.0,8.0,5.0,10.0,E,E
19357,4.0,6.0,6.0,4.0,4.0,9.0,8.0,3.0,5.0,7.0,7.0,7.0,4.0,11.0,6.0,7.0,X,B
19358,3.0,3.0,5.0,2.0,2.0,5.0,8.0,2.0,8.0,11.0,9.0,9.0,2.0,9.0,3.0,6.0,X,E
19359,5.0,10.0,6.0,7.0,4.0,6.0,8.0,3.0,6.0,10.0,8.0,7.0,2.0,8.0,5.0,5.0,S,S
19360,6.0,9.0,8.0,7.0,4.0,3.0,13.0,4.0,5.0,13.0,9.0,4.0,1.0,10.0,2.0,6.0,F,F
19361,3.0,4.0,4.0,6.0,1.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0,X,X
19362,4.0,8.0,6.0,6.0,6.0,8.0,7.0,4.0,5.0,7.0,6.0,7.0,4.0,8.0,6.0,9.0,B,B
19363,5.0,7.0,5.0,5.0,2.0,5.0,12.0,2.0,8.0,12.0,9.0,4.0,1.0,10.0,2.0,4.0,T,T
19364,3.0,6.0,3.0,4.0,2.0,7.0,7.0,6.0,6.0,10.0,7.0,11.0,2.0,9.0,4.0,10.0,G,G
19365,2.0,6.0,3.0,4.0,2.0,9.0,11.0,3.0,7.0,5.0,11.0,8.0,2.0,11.0,1.0,8.0,T,T
19366,2.0,5.0,4.0,3.0,1.0,7.0,7.0,3.0,6.0,14.0,6.0,10.0,1.0,6.0,1.0,7.0,J,J
19367,5.0,5.0,7.0,4.0,6.0,9.0,8.0,4.0,5.0,6.0,6.0,7.0,8.0,6.0,6.0,5.0,M,M
19368,5.0,8.0,6.0,6.0,6.0,9.0,6.0,5.0,4.0,7.0,9.0,7.0,3.0,8.0,8.0,4.0,Y,Y
19369,6.0,9.0,8.0,8.0,8.0,5.0,8.0,4.0,4.0,8.0,7.0,9.0,4.0,10.0,9.0,10.0,E,E
19370,6.0,11.0,8.0,8.0,8.0,8.0,6.0,8.0,3.0,6.0,8.0,9.0,5.0,5.0,8.0,9.0,Q,Q
19371,7.0,12.0,6.0,7.0,3.0,9.0,7.0,3.0,6.0,9.0,6.0,7.0,6.0,10.0,4.0,7.0,K,D
19372,4.0,8.0,6.0,6.0,4.0,8.0,7.0,2.0,9.0,12.0,6.0,7.0,1.0,7.0,6.0,8.0,Z,Z
19373,4.0,7.0,5.0,5.0,2.0,4.0,8.0,5.0,6.0,11.0,11.0,10.0,3.0,9.0,1.0,7.0,U,U
19374,10.0,11.0,10.0,8.0,7.0,1.0,11.0,3.0,3.0,11.0,11.0,9.0,8.0,10.0,1.0,7.0,W,W
19375,4.0,8.0,6.0,6.0,6.0,7.0,9.0,3.0,4.0,7.0,6.0,7.0,6.0,8.0,6.0,4.0,N,H
19376,4.0,10.0,4.0,7.0,2.0,1.0,14.0,5.0,4.0,13.0,10.0,5.0,0.0,8.0,2.0,5.0,F,F
19377,3.0,5.0,4.0,5.0,2.0,8.0,8.0,7.0,5.0,6.0,7.0,8.0,3.0,8.0,5.0,9.0,Q,Q
19378,8.0,11.0,8.0,6.0,4.0,10.0,3.0,6.0,5.0,13.0,4.0,11.0,5.0,7.0,5.0,9.0,D,L
19379,4.0,6.0,5.0,4.0,3.0,11.0,7.0,4.0,5.0,10.0,1.0,4.0,5.0,9.0,1.0,7.0,N,N
19380,7.0,11.0,10.0,8.0,7.0,9.0,7.0,3.0,6.0,12.0,4.0,5.0,5.0,9.0,5.0,9.0,P,B
19381,3.0,6.0,4.0,4.0,1.0,5.0,6.0,6.0,9.0,7.0,5.0,11.0,1.0,9.0,4.0,8.0,C,C
19382,6.0,11.0,6.0,8.0,3.0,4.0,8.0,8.0,2.0,7.0,4.0,11.0,4.0,8.0,2.0,11.0,K,K
19383,1.0,2.0,2.0,3.0,2.0,8.0,8.0,5.0,2.0,8.0,7.0,9.0,2.0,9.0,3.0,9.0,Q,Q
19384,4.0,7.0,5.0,5.0,6.0,9.0,7.0,6.0,1.0,7.0,7.0,9.0,7.0,9.0,3.0,9.0,O,G
19385,4.0,6.0,5.0,4.0,5.0,7.0,8.0,4.0,6.0,7.0,6.0,8.0,5.0,7.0,5.0,6.0,T,T
19386,3.0,10.0,4.0,7.0,3.0,7.0,8.0,3.0,11.0,9.0,6.0,8.0,0.0,8.0,7.0,8.0,Z,Z
19387,3.0,3.0,4.0,5.0,2.0,7.0,8.0,8.0,7.0,6.0,7.0,8.0,2.0,7.0,5.0,10.0,G,G
19388,5.0,9.0,6.0,11.0,6.0,8.0,7.0,6.0,3.0,8.0,8.0,11.0,3.0,8.0,6.0,8.0,Q,Q
19389,4.0,9.0,6.0,7.0,5.0,8.0,6.0,3.0,5.0,6.0,7.0,7.0,2.0,8.0,9.0,9.0,X,B
19390,3.0,3.0,4.0,5.0,4.0,8.0,7.0,7.0,3.0,5.0,7.0,9.0,3.0,8.0,5.0,10.0,Q,Q
19391,3.0,2.0,4.0,4.0,1.0,5.0,2.0,7.0,8.0,1.0,3.0,2.0,1.0,6.0,1.0,5.0,L,L
19392,3.0,9.0,5.0,6.0,5.0,9.0,5.0,3.0,5.0,7.0,6.0,5.0,6.0,6.0,5.0,6.0,I,D
19393,9.0,13.0,8.0,7.0,5.0,8.0,5.0,5.0,5.0,6.0,9.0,8.0,5.0,9.0,3.0,8.0,U,U
19394,3.0,1.0,4.0,2.0,2.0,6.0,8.0,6.0,7.0,7.0,9.0,9.0,3.0,9.0,1.0,8.0,U,U
19395,4.0,8.0,5.0,6.0,6.0,8.0,7.0,7.0,6.0,7.0,6.0,5.0,2.0,8.0,7.0,9.0,B,B
19396,4.0,8.0,6.0,6.0,4.0,9.0,6.0,3.0,7.0,11.0,4.0,6.0,3.0,9.0,4.0,9.0,D,D
19397,3.0,5.0,5.0,4.0,2.0,8.0,7.0,3.0,7.0,10.0,6.0,7.0,1.0,9.0,5.0,8.0,S,S
19398,1.0,0.0,1.0,0.0,0.0,8.0,7.0,2.0,9.0,8.0,6.0,8.0,0.0,8.0,5.0,8.0,Z,Z
19399,6.0,11.0,6.0,8.0,4.0,5.0,13.0,8.0,3.0,7.0,2.0,9.0,3.0,7.0,6.0,11.0,R,R
19400,5.0,11.0,7.0,8.0,8.0,7.0,8.0,6.0,4.0,6.0,4.0,6.0,5.0,7.0,7.0,7.0,B,D
19401,5.0,8.0,5.0,6.0,3.0,3.0,8.0,4.0,6.0,10.0,10.0,9.0,3.0,9.0,1.0,7.0,U,U
19402,6.0,7.0,6.0,8.0,5.0,7.0,7.0,7.0,5.0,9.0,9.0,9.0,4.0,8.0,7.0,9.0,Q,Q
19403,6.0,10.0,7.0,8.0,5.0,6.0,7.0,7.0,7.0,5.0,7.0,10.0,2.0,7.0,4.0,8.0,G,G
19404,4.0,10.0,7.0,7.0,3.0,7.0,10.0,1.0,8.0,7.0,12.0,8.0,1.0,11.0,2.0,8.0,Y,Y
19405,2.0,3.0,3.0,1.0,1.0,8.0,8.0,2.0,4.0,11.0,5.0,6.0,4.0,8.0,0.0,7.0,N,N
19406,4.0,6.0,6.0,4.0,3.0,8.0,6.0,2.0,9.0,11.0,5.0,9.0,1.0,8.0,5.0,9.0,Z,Z
19407,3.0,8.0,4.0,6.0,4.0,7.0,7.0,12.0,1.0,6.0,6.0,8.0,5.0,8.0,0.0,8.0,N,N
19408,3.0,8.0,5.0,6.0,3.0,9.0,8.0,4.0,6.0,9.0,3.0,8.0,3.0,6.0,4.0,11.0,R,R
19409,2.0,3.0,3.0,2.0,2.0,8.0,7.0,2.0,5.0,10.0,5.0,6.0,2.0,8.0,4.0,9.0,B,B
19410,3.0,9.0,4.0,6.0,3.0,7.0,7.0,0.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,8.0,I,I
19411,1.0,1.0,1.0,1.0,1.0,4.0,8.0,5.0,7.0,7.0,6.0,12.0,0.0,8.0,6.0,10.0,E,E
19412,2.0,3.0,3.0,2.0,1.0,5.0,8.0,2.0,7.0,10.0,10.0,9.0,2.0,9.0,2.0,6.0,X,X
19413,7.0,13.0,6.0,7.0,4.0,8.0,9.0,2.0,5.0,11.0,5.0,4.0,3.0,10.0,7.0,7.0,F,F
19414,4.0,7.0,6.0,5.0,3.0,5.0,9.0,3.0,4.0,10.0,8.0,8.0,5.0,9.0,1.0,7.0,N,N
19415,9.0,15.0,8.0,8.0,5.0,8.0,8.0,3.0,9.0,12.0,5.0,6.0,3.0,7.0,6.0,6.0,T,X
19416,9.0,10.0,9.0,8.0,7.0,5.0,7.0,5.0,9.0,8.0,6.0,9.0,8.0,9.0,6.0,1.0,U,U
19417,4.0,9.0,5.0,7.0,3.0,7.0,8.0,2.0,8.0,7.0,6.0,8.0,0.0,7.0,4.0,8.0,I,I
19418,4.0,5.0,5.0,6.0,6.0,6.0,8.0,5.0,2.0,7.0,7.0,6.0,6.0,11.0,5.0,7.0,P,W
19419,3.0,5.0,4.0,3.0,3.0,7.0,7.0,6.0,6.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0,H,H
19420,3.0,6.0,5.0,4.0,4.0,6.0,8.0,6.0,3.0,8.0,6.0,9.0,3.0,10.0,8.0,11.0,F,Q
19421,4.0,5.0,5.0,7.0,3.0,7.0,6.0,6.0,9.0,5.0,6.0,10.0,0.0,9.0,9.0,8.0,S,S
19422,4.0,9.0,7.0,7.0,5.0,8.0,5.0,2.0,4.0,6.0,1.0,5.0,3.0,5.0,4.0,5.0,A,A
19423,6.0,9.0,9.0,7.0,4.0,10.0,5.0,2.0,8.0,11.0,1.0,7.0,3.0,8.0,4.0,9.0,X,X
19424,2.0,8.0,4.0,6.0,3.0,7.0,7.0,4.0,8.0,6.0,6.0,8.0,3.0,8.0,6.0,8.0,X,X
19425,4.0,9.0,6.0,7.0,6.0,8.0,6.0,6.0,4.0,7.0,6.0,9.0,5.0,8.0,7.0,3.0,A,A
19426,5.0,9.0,7.0,7.0,8.0,8.0,7.0,6.0,4.0,6.0,7.0,8.0,8.0,6.0,2.0,7.0,M,M
19427,4.0,6.0,5.0,4.0,3.0,8.0,9.0,5.0,6.0,8.0,5.0,8.0,3.0,7.0,5.0,10.0,R,R
19428,3.0,7.0,4.0,5.0,2.0,5.0,4.0,4.0,9.0,3.0,2.0,6.0,1.0,6.0,2.0,5.0,L,L
19429,2.0,4.0,3.0,3.0,2.0,6.0,7.0,5.0,5.0,9.0,7.0,10.0,2.0,8.0,4.0,9.0,G,G
19430,9.0,11.0,9.0,8.0,6.0,3.0,8.0,5.0,8.0,11.0,10.0,10.0,3.0,9.0,2.0,6.0,U,U
19431,5.0,7.0,5.0,5.0,3.0,4.0,8.0,6.0,6.0,9.0,8.0,9.0,3.0,9.0,3.0,5.0,U,U
19432,5.0,11.0,7.0,8.0,5.0,9.0,8.0,4.0,6.0,10.0,3.0,7.0,3.0,7.0,4.0,11.0,R,R
19433,6.0,10.0,7.0,8.0,4.0,7.0,7.0,13.0,2.0,7.0,9.0,8.0,9.0,6.0,0.0,8.0,M,M
19434,3.0,5.0,5.0,4.0,2.0,9.0,6.0,3.0,6.0,14.0,5.0,10.0,1.0,6.0,0.0,7.0,J,J
19435,5.0,9.0,6.0,7.0,3.0,5.0,8.0,7.0,8.0,7.0,8.0,14.0,2.0,9.0,4.0,9.0,C,C
19436,1.0,0.0,2.0,0.0,0.0,7.0,7.0,6.0,8.0,7.0,6.0,13.0,0.0,8.0,4.0,10.0,C,C
19437,4.0,8.0,5.0,6.0,3.0,8.0,7.0,8.0,4.0,7.0,6.0,6.0,3.0,8.0,3.0,7.0,O,D
19438,4.0,6.0,5.0,4.0,3.0,10.0,6.0,4.0,6.0,10.0,3.0,7.0,3.0,8.0,3.0,10.0,H,R
19439,6.0,9.0,5.0,5.0,3.0,8.0,11.0,5.0,4.0,4.0,6.0,10.0,6.0,11.0,2.0,6.0,N,N
19440,6.0,9.0,7.0,7.0,7.0,6.0,7.0,3.0,4.0,6.0,7.0,10.0,7.0,8.0,6.0,7.0,C,C
19441,5.0,7.0,6.0,6.0,7.0,7.0,9.0,5.0,2.0,7.0,7.0,8.0,6.0,11.0,7.0,8.0,G,G
19442,5.0,11.0,6.0,8.0,5.0,8.0,4.0,0.0,8.0,9.0,2.0,11.0,2.0,5.0,4.0,9.0,L,G
19443,1.0,10.0,0.0,7.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,I,I
19444,4.0,6.0,6.0,5.0,4.0,7.0,4.0,3.0,4.0,5.0,3.0,7.0,3.0,6.0,4.0,7.0,Q,Q
19445,4.0,2.0,5.0,4.0,4.0,8.0,7.0,6.0,7.0,7.0,6.0,8.0,6.0,8.0,4.0,7.0,H,H
19446,3.0,1.0,3.0,3.0,2.0,7.0,7.0,5.0,8.0,7.0,7.0,8.0,2.0,8.0,6.0,9.0,E,E
19447,3.0,4.0,4.0,3.0,1.0,4.0,12.0,3.0,3.0,10.0,11.0,7.0,2.0,11.0,1.0,8.0,V,V
19448,4.0,5.0,6.0,7.0,8.0,7.0,8.0,3.0,2.0,8.0,8.0,9.0,4.0,11.0,8.0,5.0,Y,Y
19449,5.0,5.0,5.0,7.0,3.0,7.0,7.0,15.0,1.0,7.0,7.0,8.0,3.0,8.0,0.0,8.0,H,H
19450,6.0,8.0,5.0,6.0,3.0,3.0,12.0,3.0,3.0,10.0,11.0,8.0,2.0,11.0,1.0,8.0,V,V
19451,5.0,9.0,6.0,7.0,4.0,10.0,4.0,6.0,5.0,8.0,6.0,5.0,2.0,8.0,4.0,6.0,J,I
19452,4.0,4.0,5.0,3.0,2.0,4.0,8.0,5.0,7.0,10.0,9.0,9.0,3.0,9.0,2.0,5.0,U,U
19453,3.0,5.0,5.0,4.0,4.0,6.0,7.0,4.0,4.0,6.0,6.0,11.0,4.0,10.0,7.0,11.0,C,C
19454,3.0,9.0,5.0,7.0,2.0,7.0,11.0,3.0,4.0,9.0,12.0,8.0,3.0,10.0,1.0,9.0,V,V
19455,4.0,7.0,6.0,8.0,6.0,8.0,8.0,5.0,6.0,7.0,5.0,8.0,3.0,9.0,8.0,9.0,I,K
